Timestamp,Teilbereich der Ausbildung,Unterkategorie des Teilbereichs,Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Fachbereichs,Kommentar,Fachbegriff,Inhalt,Kommentar,Definition,Erläuterung,Praxisbeispiel aus der Wirtschaft,Verwandte Themen,Kommentar/Bemerkung,Skizze,Lernfrage ,Antwortmöglichkeit 1.1 (bitte hier immer die richtige Antwort),Begründung 1.1 (bitte hier immer die richtige Antwort),Antwortmöglichkeit 1.2,Begründung 1.2,Antwortmöglichkeit 1.3,Begründung 1.3,Antwortmöglichkeit 1.4,Begründung 1.4,Antwortmöglichkeit 1.5,Begründung 1.5,Frage,Skizze,Antwort 1,Antwort 2,Antwort 3,Antwort 4,Antwort 5,Antwort 6,Antwort 7,Antwort 8,Begründung der Reihenfolge,Skizze,Beispiel-Rechnung ,Antwortmöglichkeit 1.1 (bitte hier immer die richtige Lösung),Begründung 1.1 (bitte hier immer die richtige Antwort),Antwortmöglichkeit 1.2,Begründung 1.2,Antwortmöglichkeit 1.3,Begründung 1.3,Antwortmöglichkeit 1.4,Begründung 1.4,Antwortmöglichkeit 1.5,Begründung 1.5,Lernfrage,Skizze,Antwortmöglichkeit 1.1 (bitte richtige Wahl),Begründung 1.1 (bitte hier immer die richtige Antwort),Antwortmöglichkeit 1.2 (bitte richtige Wahl),Begründung 1.2 (bitte hier immer die richtige Antwort),"Antwortmöglichkeit 1.3 (falls richtig, am Anfang der Antwort mit ""R:"" beginnen)",Begründung 1.3,Antwortmöglichkeit 1.4,Begründung 1.4,Antwortmöglichkeit 1.5,Begründung 1.5,Auswahl 1,Zugehörig zu Auswahl 1,Auswahl 2,Zugehörig zu Auswahl 2,Auswahl 3,Zugehörig zu Auswahl 3,Auswahl 4,Zugehörig zu Auswahl 4,Auswahl 5,Zugehörig zu Auswahl 5,Begründung,Skizze,Frage,"Antwort (Soll); bitte bei mehreren Soll, mit einem ; trennen","Antwort (Haben) bitte bei mehreren Haben, mit einem ; trennen",Begründung,Leere Tabelle,Fragestellung,Lösung (ergänzte Tabelle),Begründung,Skizze
12/02/2020 13:57:26,Aufträge kundenorientiert bearbeiten,,Eigentum & Besitz,,,,,,,,,,,,,,,,,,,,,,,,Unterscheidung von Eigentum und Besitz ,Artikel/Definition/Beispiel,,,"Eigentum: 
   Rechtliche Verfügungsgewalt über eine Sache 
   ->  Wem gehört es?

Besitz:
   Tatsächliche Verfügungsgewalt über eine Sache 
   -> Wer hat es? ","Autoeigentümer kann das Auto verkaufen 

Autobesitzer kann das Auto kaputt fahren ",Eigentumsübertragung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 12:14:18,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,"Lieferketten- und Qualitätsmanagement (Supply Chain Management, TQM)",,,,,,,,,,,,,,,Kontinuierliche Verbesserung ,Artikel/Definition/Beispiel,,Das Ziel ist die ständige Verbesserung der Prozesse in Firmen in kleinen Schritten ,"Der Prozess besteht aus 4 Schritten:
1. Plan
- Darstellung des Prozesses
- Entwicklung von Verbesserungsvorschlägen
2. Do
- Durchführung der veränderten Prozesse durch die Mitarbeiter
3. Check
- Überprüfung der Wirksamkeit der Maßnahme
4. Act
- Umsetzung der Maßnahme
","Ein Unternehmen möchte die Kundenzufriedenheit verbessern. Sie nutzen dafür die Plan-Do-Check-Act-Methode. 
1. Plan
- Darstellung der jetzigen Situation
- Entwickeln von Verbesserungsvorschlägen
2. Do
- Veränderte Prozesse wie z.B. verstärkte Kunden- und Mitarbeiterbefragung werden umgesetzt
3. Check
- Überprüfung der Wirksamkeit der Maßnahmen
4. Act
- Umsetzung der durch die Kundenbefragung gewonnenen Erkenntnisse ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 12:19:11,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,"Lieferketten- und Qualitätsmanagement (Supply Chain Management, TQM)",,,,,,,,,,,,,,,Kontinuierliche Verbesserung: Merkmale und Folgen ,Artikel/Definition/Beispiel,,Ziele ist die ständige Verbesserung der Prozesse in Firmen in kleinen Schritten,"Merkmale:
- Kommunikation zwischen Hierarchien
- Kunden- /Mitarbeiterbefragung
- Zügige Umsetzung von Maßnahmen
- Veränderung der Betriebsstruktur
- Veränderungsbereitschaft vorleben

Folgen:
- höhere Kundenzufriedenheit 
- höhere Flexibilität
- höhere Qualität
- Schnellere und effizientere Arbeit
- höhere Mitarbeiterzufriedenheit","Wenn ein Unternehmen seine Qualität verbessern will, äussert sich das durch verschiedene Prozesse wie z.B. die Kommunikation zwischen Hierarchien, Kunden-/ und Mitarbeiterbefragungen, Veränderung der Strukturen und weitere.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 12:37:33,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Einkaufskalkulation,,,,,,,,,,,,,,,,,,,,,Tätigkeiten beim Wareneinkauf,Artikel/Definition/Beispiel,,"Wenn neue Ware eingekauft wird, muss sichergestellt werden, dass diese den Standards des Unternehmens entspricht und fehlerfrei ist","Prozess:
1. Waren werden angeliefert
2. Begleitpapiere prüfen (Überprüfung in Anwesenheit des Zustellers)
- Bei fehlerhaften oder nicht vorhandenen Begleitpapieren Annahme verweigern oder Beschädigung bescheinigen lassen 
3. Verpackung prüfen (Überprüfung in Anwesenheit des Zustellers)
- bei beschädigter Verpackung Annahme verweigern oder Beschädigung bescheinigen lassen 
4. Ware annehmen
5. Ware auspacken
6. Ware prüfen (Überprüfung ohne schuldhaftes zögern §121 BGB)
- Warenmenge, -güte, -art und Beschaffenheit mit Angaben des Lieferscheins und der Bestellliste vergleichen
7. Lagerkartei fortschreiben 
- Mängel dem Lieferant fortschreiben 
8. Ware lagern / aufbewahren ","Ein Getränkegroßhandel hat 20 Paletten Orangensaft bestellt. Bei der Lieferung prüft der zuständige Mitarbeiter die Begleitpapiere und Verpackung in Anwesenheit des Lieferanten und stellt fest, dass die Verpackung beschädigt ist. Er hat nun die Wahl die Annahme komplett zu verweigern oder die Ware anzunehmen und sich die Beschädigung bescheinigen zu lassen. Er entscheidet sich für die zweite Variante. Danach wird die Ware ausgepackt und geprüft. Der Mitarbeiter überprüft die Lieferung mit dem Lieferschein und stellt keine Abweichungen fest. Nun kann die Ware eingelagert werden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 12:50:04,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Einkaufskalkulation,,,,,,,,,,,,,,,,,,,,,Planung und Durchführung des Einkaufs: Bedarfsinformationen,Artikel/Definition/Beispiel,,Bei der Planung und Durchführung des Einkaufs müssen viele Dinge beachtet werden. Dazu gehören die Bedarfs- und Angebotsinformationen.,"1. Bedarfsplanung:
Festlegung der Art, Qualität, Abmessung -> Was?
2. Mengenplanung
Festlegung der Bestellmenge (OPTIMALE BESTELLMENGE) -> Wie viel?
3. Zeitplanung
Festlegung des besten Beschaffungszeitpunktes -> Wann?
4. Preisplanung
Kalkulation -> Preis?","Ein Getränkegroßhandel möchte ein neues Produkt zu ihrem Sortiment hinzufügen.
1. Bedarfsplanung (Was?)
Sie entscheiden sich für eine neue Marke Bier die in letzter Zeit immer beliebter geworden ist. 
2. Mengenplanung (Wie viel?)
Sie versuchen die optimale Bestellmenge zu berechnen (Gesamtbedarf : Anzahl der Bestellungen)
3. Zeitplanung (Wann?)
Das Unternehmen entscheidet sich dafür, das Bier ab Juni in ihr Sortiment aufzunehmen, da  sich der Sommeranfang als bester Beschaffungszeitpunkt entpuppt hat.
4. Preisplanung (Preis?)
Berechnen des Preises",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 12:55:55,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Einkaufskalkulation,,,,,,,,,,,,,,,,,,,,,Planung und Durchführung des Einkaufs: Angebotsinformationen,Artikel/Definition/Beispiel,,Bei der Planung und Durchführung des Einkaufs müssen viele Dinge beachtet werden. Dazu gehören die Bedarfs- und Angebotsinformationen.,"1. Bezugsquellenermittlung
Lieferanten ausfindig machen -> bei wem?
2. Lieferantenauswahl 
Richtigen Lieferanten wählen -> was annehmen?","Ein Getränkegroßhandel möchte eine neue Sorte Bier in sein Sortiment aufnehmen und hat die Planung der Bedarfsinformationen bereits abgeschlossen. Nun müssen sie sich mit den Angebotsinformationen beschäftigen.
1. Bezugsquellenermittlung (Bei wem?)
Sie müssen sich informieren, welcher Lieferant ihnen das Bier ihrer Wahl liefern kann
2. Lieferantenauswahl (Was annehmen?)
Wenn alle möglichen Lieferanten ausfindig gemacht wurden, muss verglichen werden, wer das beste Angebot mit sich bringt (Angebotsvergleich) das sich am meisten für das Unternehmen lohnt",Angebotsvergleich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 13:03:41,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Einkaufskalkulation,,,,,,,,,,,,,,,,,,,,,Ziele des Einkaufs ,Artikel/Definition/Beispiel,,Beim Einkaufen verfolgt jedes Unternehmen gewisse Ziele. Diese sind aber auch mit Konflikten verbunden.,"Ziel:
Günstig einkaufen ≠ hohe Qualität
geringe Lagerkosten ≠ hohe Lieferfähigkeit
Mengenrabatte ≠ geringe Kapitalbindung","Ein Lebensmittelgroßhandel möchte möglichst günstig einkaufen, um hohen Profit zu erzielen. Wenn man jedoch günstig einkauft, besteht oft die Gefahr, dass die Qualität des Produktes zu niedrig ist. Deshalb ist es wichtig hier ein gutes Mittelmaß zu finden.",,≠ soll Konflikt bzw. nicht vereinbar bedeuten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 14:48:11,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,Marktforschung,,,,,,,,Marktuntersuchung,Artikel/Definition/Beispiel,,"Bei der Marktforschung werden Daten wissenschaftlich erhoben und untersucht um bei unternehmerischen Entscheidungen zu helfen. Wenn ein Unternehmen seinen Erfolg steigern will, wendet es sich oft an die Marktforschung. ","Es gibt zwei Formen der Marktuntersuchung:
1. Unsystematische Marktuntersuchung (nicht repräsentativ/ wissenschaftlich
z.B. Kundengespräche, Berichte der Fachpresse/ Reisenden
2. Systematische Marktuntersuchung (ist repräsentativ/ wissenschaftlich)
-> Marktforschung
2.1 Marktbeobachtung:
- fortlaufende Marktuntersuchung
z.B. systematische Untersuchung von Veränderungen des Kaufverhalten (z.B. Trends)
2.2 Marktanalyse
- einmalige systematische Marktuntersuchung (""Momentaufnahme"")
z.B. Marktanteil, Kundenzusammensetzung etc.","Ein Getränkegroßhandel bemerkt einen Rückgang in den Verkaufszahlen und stellt Marktforschungen an. Diese ergeben, dass die Konsumenten mit den Preisen, dem Kundenservice und dem Angebot nicht zufrieden sind. Wenn der Getränkegroßhandel nun die Ergebnisse der Marktforschung umsetzt und die Probleme behebt, führt das zu einer Steigerung des Erfolges des Unternehmens. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 14:59:51,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,Marktforschung,,,,,,,,Gegenstand der Marktforschung ,Artikel/Definition/Beispiel,,"Bei der Marktforschung werden Daten wissenschaftlich erhoben und untersucht um bei unternehmerischen Entscheidungen zu helfen. Wenn ein Unternehmen seinen Erfolg steigern will, wendet es sich oft an die Marktforschung. ","Ökoskopische Marktforschung:
- Sach- und Objektbezogene Untersuchungen
z.B. Ermittlung von Produktqualität, Preisen, Kaufkraft, Marktwachstum

Demoskopische Marktforschung:
- Subjektbezogene Untersuchungen
z.B. Untersuchungen von Verhaltensweisen und Werbewirksamkeit","Ökoskopische Marktforschung:
Ein Unternehmen betreibt demoskopische Marktforschung um zum Beispiel mehr über die Qualität seiner Produkte zu erfahren, welche Umsätze mit welcher Qualität verbunden sind und wie sich die Kaufkraft dabei verändert.

Demoskopische Marktforschung:
Ein Unternehmen betreibt demoskopische Marktführung um mehr über die Konsumenten ihres Produktes zu erfahren, z.B. Geschlecht, Alter, Beruf etc. So kann das Unternehmen mehr über die Konsumenten erfahren und mit seinen Produkten und seiner Werbung spezifischer auf die Konsumenten eingehen und sie ansprechen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 15:02:27,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,Marktforschung,,,,,,,,Ziel der Marktforschung,Artikel/Definition/Beispiel,,"Bei der Marktforschung werden Daten wissenschaftlich erhoben und untersucht, um bei unternehmerischen Entscheidungen zu helfen. ","Ziel der Marktforschung ist es, Informationen über
- Kunden: Zielgruppe, Kaufkraft
- Konkurrenz: Marktanteil, Produkte, Preise
- Volkswirtschaftliche Rahmenbedingungen: Konjunktur, Lohn-Preisniveau 
zu erhalten ",Durch Umsetzung der Ergebnisse der Marktforschung kann ein Unternehmen seinen Erfolg steigern.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 15:11:10,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,Produkt- und Sortimentspolitik,,,,,,,,Produktpolitik - Sortiment,Artikel/Definition/Beispiel,,Gesamtheit an Artikeln die ein Handelsbetrieb auf dem Markt anbietet,"Unterscheidungen:
Sorte: kleines, nicht weiter teilbare Einheit des Sortiments 
Artikel: Gleichartige Sorten, die sich in Größe, Farbe und Form unterscheiden 
Warengruppe: Gleichartige Artikel
Breites Sortiment: viele verschiedne Warengruppen
Tiefes Sortiment: Viele verschiedene Artikel und Sorten einer Warengruppe
Kernsortiment: Artikel, welche zur Grundausstattung des Sortiments gehören (z.B. Schuhe im Schuhgeschäft)
Randsortiment: Artikel, welche das Kernsortiment ergänzen (z.B. Schuhpflegeprodukte im Schuhladen)","Bsp. an einem Großhandel für Schuhe:
Sorte: Rote Ballerinas, Größe 38, Nr. 21273
Artikel: Ballerinas
Warengruppe: Damenschuhe
Kernsortiment: Schuhe im Schuhgeschäft
Randsortiment: Schuhpflegeprodukte ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 15:24:08,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,Produkt- und Sortimentspolitik,,,,,,,,Produktpolitik - Sortimentsanpassung,Artikel/Definition/Beispiel,,Die Sortimentsbreite kann in zwei Richtungen verändert werden. Durch Sortimentserweiterung und Sortimentsbereinigung.,"1. Sortimentserweiterung: Neue Artikel und Warengruppen (WG) werden ins Sortiment aufgenommen
2. Sortimentsbereinigung: Alte Sorten, Artikel und Warengruppen werden aus dem Sortiment entfernt

Aus Sicht des Kunden erweitern folgende Serviceleistungen das Sortiment: 
- Ausführliche Beratung
- Reparatur-Dienst
- Kostenloser Transport
Recycling
- Finanzierungsberatung","Sortimentserweiterung:
Ein Großhandelsunternehmen für Schuhe möchte höhere Umsätze erzielen und erweitert deshalb sein Sortiment, so dass nun auch Kinderschuhe angeboten werden.

Sortimentsbereinigung:
Das Großhandelsunternehmen für Schuhe hat bemerkt, dass die Verkaufszahlen für bestimmte Modelle erheblich gesunken sind. Deshalb entscheiden sie, diese Schuhe aus dem Sortiment zu nehmen und sich nun mehr auf das Kernsortiment zu fokussieren.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 15:35:29,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,Marktforschung,,,,,,,,Ökoskopische (quantitative) Marktforschung,Artikel/Definition/Beispiel,,Die ökoskopische Marktforschung befasst sich mit Sach- und Objektbezogenen Untersuchungen.,"Formeln:
Absatzvolumen: Absatzzahl x Preis
Absatzpotential: Absatzvolumen x %
Marktanteil in %: (Absatzvolumen x 100) : Marktvolumen
=> Produktbezogen

Marktvolumen: Absatzzahl x Preis (aller Produkte)
Marktpotential: Marktvolumen x %
Marktsättigung in %: (Marktvolumen x 100) : Marktpotential
=> Marktbezogen ","Die ökoskopische Marktforschung untersucht Fakten. Unternehmen nutzen sie zur Ermittlung von Produktqualität, Preisen, Kaufkraft, Marktwachstum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 15:47:07,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,Marktforschung,,,,,,,,Demoskopische (qualitative) Marktforschung,Artikel/Definition/Beispiel,,Die demoskopische Marktforschung befasst sich mit subjektbezogenen Untersuchungen. ,"Methoden:
1. Primärforschung (Feldforschung, Marktdaten werden neu erfasst)
Betriebsextern: 
- Befragung
- Beobachtung
- Experiment
- Testmarkt
Betriebsintern:
- Erhebung im Unternehmen (z.B. durch Mitarbeiterbefragung im Außendienst)

2. Sekundärforschung (Schreibtischforschung, bereits erfasste Marktdaten dienen als Grundlage):
Betriebsextern:
 - Amtliche Statistiken (Statistisches Bundesamt)
- Veröffentlichungen von Marktforschungsinstituten 
- Veröffentlichungen von Wirtschaftsverbänden und Kammern
- Presse Veröffentlichungen 
- Messen und Ausstellungen
- Firmenveröffetnlichungen (Prospekte, Jahresbilanzen)
Betriebsintern:
- Absatz- und Umsatzzahlen 
- Kundendaten
- Beschaffungsdateb
- Unterlagen der Kosten- und Leistungsrechnung
- eigene Vertreterberichte ","Ein Unternehmen betreibt demoskopische Marktführung um z.B. mehr über die Konsumenten ihres Produktes zu erfahren (Betriebsextern), z.B. Geschlecht, Alter, Beruf etc. So kann das Unternehmen mehr über die Konsumenten erfahren und mit seinen Produkten und seiner Werbung spezifischer auf die Konsumenten eingehen und sie ansprechen.",,"unbedingt Tabellarische Form, wird so verständlicher ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 16:06:30,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,Marktforschung,,,,,,,,Methoden der Primärforschung: Befragung,Artikel/Definition/Beispiel,,"Primärforschung wird auch Feldforschung genannt und beschreibt eine Art der Marktforschung, bei der die Marktdaten neu erfasst werden. Sie wird unterteilt in 4 Methoden.","1. Befragung

Auswahl der zu befragenden Personen: 
a) Randomverfahren (zufällig z.B. aus dem Telefonbuch)
b) Quotenverfahren (gezielt, nach mathematischen Überlegungen, um Querschnitt der Bevölkerung aufzuzeigen)
   1. Begriffe:
    Gesamtmasse = sämtliche infrage kommende Personenkreise
    Teilmasse = Repräsentativer Teil einer Gesamtmasse 
        => Die zu befragende Teilmasse wird so ausgewählt, dass ihre Zusammensetzung der Gesamtmasse entspricht.

Form der Befragung:
a) mündlich
b) schriftlich
c) telefonisch/ online

=> Befragung kann einmalig oder mehrfach in verschiedenen Formen stattfinden.
Bei der sog. Paneltechnik werden dieselben Personen über einen längeren Zeitraum befragt, um Informationen über Veränderungen/ Wirkung zu erhalten.","Ein Unternehmen möchte herausfinden, wie die von ihm geschaltete Werbung bei Konsumenten ankommt. Dafür wird eine Befragung eingeleitet. 
Es wird das Quotenverfahren angewandt, um einen Querschnitt der Bevölkerung aufzuzeigen. Die Befragung wird telefonisch durchgeführt. 
So erhält das Unternehmen Informationen mit Hilfe der Primärforschung.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 16:10:56,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,Marktforschung,,,,,,,,Methoden der Primärforschung: Beobachtung,Artikel/Definition/Beispiel,,"Primärforschung wird auch Feldforschung genannt und beschreibt eine Art der Marktforschung, bei der die Marktdaten neu erfasst werden. Sie wird unterteilt in 4 Methoden.","2. Beobachtung
Verhalten der Kunden wird beobachtet (z.B. wie lange sie vor welchem Regal stehen)
Beobachtung kann auch technisch erfolgen ","Ein Lebensmittelgroßhandel möchte kundenfreundlicher werden und führt deshalb eine Beobachtung in einer durchschnittlichen Filiale aus. Sie untersuchen zu welcher Uhrzeit die meisten Kunden den laden betreten, was von wem am häufigsten gekauft wird und wie lange welche Person vor welchem Regal steht. So können sie z.B. den Aufbau der Filiale kundenfreundlicher gestalten und sind für die Stoßzeiten vorbereitet, sodass Kunden nicht mehr so lange warten müssen. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 16:13:02,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,Marktforschung,,,,,,,,Methoden der Primärforschung: Experiment ,Artikel/Definition/Beispiel,,"Primärforschung wird auch Feldforschung genannt und beschreibt eine Art der Marktforschung, bei der die Marktdaten neu erfasst werden. Sie wird unterteilt in 4 Methoden.","3. Experiment 
Ein Sachverhalt wird bei vorher festgelegten Bedingungen untersucht ","Ein Unternehmen möchte einen neuen Werbespruch erst einmal wiederholt an einer Versuchgruppe testen, um den Effekt auf die Konsumenten zu erfahren. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 16:22:17,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,Marktforschung,,,,,,,,Methoden der Primärforschung: Testmarkt,Artikel/Definition/Beispiel,,"Primärforschung wird auch Feldforschung genannt und beschreibt eine Art der Marktforschung, bei der die Marktdaten neu erfasst werden. Sie wird unterteilt in 4 Methoden.","4. Testmarkt
Hierfür wird EIN bestimmter Markt ausgewählt
-> Erfahrungen über Marktgängigkeit, sowie die Wirksamkeit einzelner Werbemaßnahmen 
! Die Testdauer darf eine Mindestzeit nicht unterschreiten, da anfangs meist nur Probekäufe getätigt werden
-> Entscheiden sind jedoch Wiederholungskäufe
Mindestzeit: 1/2 Jahr, um verwertbare Ergebnisse zu erhalten ","Das beste Beispiel für einen Testmarkt ist Haßloch. Die Gemeinde in Rheinland-Pfalz hat knapp 20.000 Einwohner und bietet sich perfekt als Testmarkt an, da die Bevölkerung so durchschnittlich ist, dass sie das Gesamtbild von Deutschland repräsentiert. Hier werden neue Produkte in den Supermärkten eingeführt, um zu testen, wie die Konsumenten auf sie reagieren. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 16:33:35,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,Marktforschung,,,,,,,,Primärforschung: Die Befragung,Artikel/Definition/Beispiel,,Die Befragung ist eine Methode der Primärforschung. Sie kann verschieden ausgeführt werden und bringt gewisse Vor- und Nachteile mit sich,"mündlich (persönliches Interview):
Vorteile: evtl. Zusatzfragen möglich, Spontane Antworten
Nachteile: Interviewereinfluss (suggestive/ rhetorische Fragen)

schriftlich (Fragebogen):
Vorteile: geringe Kosten, schnelle Durchführung, relativ repräsentativ, Kein Interviewereinfluss
Nachteile: geringe Rücklaufquote (15%), Missverständnisse (keine Rückfragen möglich), keine Spontanität

telefonisch: 
Vorteile: geringe Kosten, schnelle Durchführung, spontane Antworten
Nachteile: Betrüger, Testpersonen oft genervt","Ein Technikgroßhandel möchte eine Befragung durchführen.
Sie entscheiden sich für eine telefonische Befragung, da sie so Kosten vermeiden können, spontane Antworten erhalten und es schnell durchführbar ist. So erhalten sie repräsentative Antworten auf ihre, für ihre Forschung wichtigen, Fragen. ",Methoden der Primärforschung,evtl. Tabellarische Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2020 16:55:02,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,Kommunikationspolitik,,,,,,,,Hauptziele der Werbung,Artikel/Definition/Beispiel,,Werbung ist ein geplanter Kommunikationsprozess der unser Denken und Handeln beeinflussen soll.,"Hauptziele der Werbung 
1. Interesse und Bedürfnisse wecken
2. Marke soll sich einprägen -> Kunde soll gebunden werden
3. Mitbewerben ""Marktanteile"" abjagen
4. Besitzwünsche auslösen und Kaufentscheidungen beeinflussen ","Ein Getränkegroßhandel möchte neue Werbung für seinen Apfelsaft schalten. 
Die Werbung wird so erarbeitet, dass sie die Hauptziele der Werbung erfüllt und so am ehesten die Entscheidungen der Konsumenten beeinflusst.",Kommunikationspolitik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
