Timestamp,Teilbereich der Ausbildung,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Fachbereich,Fachbegriff,Inhalt,Fachbegriff,Definition,Erläuterung,Praxisbeispiel,Verwandte Themen,Kommentar/Bemerkung,Skizze,Lernfrage,Antwortmöglichkeit 1 (bitte hier immer die richtige Antwort),Begründung 1,Antwortmöglichkeit 2,Begründung 2,Antwortmöglichkeit 3,Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Lernfrage,Skizze,Antwort 1,Antwort 2,Antwort 3,Antwort 4,Antwort 5,Antwort 6,Antwort 7,Antwort 8,Begründung,Beispielrechnung,Skizze,Antwortmöglichkeit 1 (bitte hier immer die richtige Lösung),Begründung 1,Antwortmöglichkeit 2,Begründung 2,Antwortmöglichkeit 3,Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Lernfrage,Skizze,Antwortmöglichkeit 1 (bitte richtige Wahl),Begründung 1,Antwortmöglichkeit 2 (bitte richtige Wahl),Begründung 2,"Antwortmöglichkeit 3 (falls richtig, am Anfang der Antwort mit ""R:"" beginnen)",Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Skizze,Auswahl 1,Zugehörig zu Auswahl 1,Auswahl 2,Zugehörig zu Auswahl 2,Auswahl 3,Zugehörig zu Auswahl 3,Auswahl 4,Zugehörig zu Auswahl 4,Auswahl 5,Zugehörig zu Auswahl 5,Begründung,Skizze,Frage,"Antwort (Soll); bitte bei mehreren Soll, mit einem ; trennen","Antwort (Haben) bitte bei mehreren Haben, mit einem ; trennen",Begründung,Skizze (Leere Tabelle),Fragestellung,Lösung (ergänzte Tabelle),Begründung,Kommentar
10/02/2020 14:34:37,Sonstiges,,,,,,,,,,,,,,Handelsvollmachten und Prokura,,Prokura,Artikel/Definition/Beispiel,Prokura,"Die Prokura ist die umfassendste Art der gesetzlich geregelten Vollmacht. Handelsvollmachten werden im Gegensatz dazu nicht gesetzlich geregelt, sondern durch den Vollmachtgeber.","Prokura wird im Handelsregister eingetragen und endet bei Auflösung des Arbeitsvertrags, Widerruf, Geschäftsauflösung und bei Tod des Prokuristen. Die Erteilung der Prokura erfolgt durch den Geschäftsführer oder einen Vertreter.",,"Einzelprokura, Gesamtprokura, Filialprokura, Umfang der Prokura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 14:37:56,Sonstiges,,,,,,,,,,,,,,Handelsvollmachten und Prokura,,Prokura,Artikel/Definition/Beispiel,Umfang von Prokura,Der Umfang der Prokura ist gesetzlich geregelt und kann gegenüber Dritten nicht eingeschränkt werden.,"Ein Prokurist darf:
- Grundstücke erwerben
- Mitarbeiter einstellen/kündigen
- Rechtsgeschäfte im Namen des Unternehmens abschließen
- Vollmachten erteilen
- Darlehen aufnehmen

Ein Prokurist darf nicht:
- Insolvenz beantragen
- Das Unternehmen verkaufen
- Bilanzen/Steuererklärungen unterschreiben
- Anmeldungen von Eintragungen ins Handelsregister aufnehmen",,Prokura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 15:04:05,Sonstiges,,,,,,,,,,,,,,Handelsvollmachten und Prokura,,Prokura,Artikel/Definition/Beispiel,Einzelprokura,"Einzelprokura bedeutet, dass Rechtsgeschäfte vom Prokuristen allein vorgenommen werden dürfen. Er ist alleine vertretungsberechtigt.",,,"Umfang von Prokura, Gesamtprokura, Filialprokura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 15:07:03,Sonstiges,,,,,,,,,,,,,,Handelsvollmachten und Prokura,,Prokura,Artikel/Definition/Beispiel,Gesamtprokura,"Haben mehrere bevollmächtigte Personen Gesamtprokura, dürfen Rechtsgeschäfte nur gemeinschaftlich von den Prokuristen vorgenommen werden.",,,"Umfang von Prokura, Einzelprokura, Filialprokura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 15:08:12,Sonstiges,,,,,,,,,,,,,,Handelsvollmachten und Prokura,,Prokura,Artikel/Definition/Beispiel,Filialprokura,Die Prokura ist auf eine Filiale oder einen abgegrenzten Bereich des Unternehmens begrenzt.,,,"Umfang von Prokura, Einzelprokura, Gesamtprokura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2020 12:07:01,Die eigene Rolle im Betrieb mitgestalten und den Betrieb präsentieren,Ausbildungsordnung,,,,,,,,,,,,,,,Ausbildungsordnung,Artikel/Definition/Beispiel,Ausbildungsordnung,"Bezeichnung des Ausbildungsberufes: Kaufmann /-frau für Büromanagement
Ausbildungsdauer: Sie soll nicht mehr als drei und nicht weniger als zwei Jahre betragen
Ausbildungsberufsfeld: Fertigkeiten, Kenntnisse und Fähigkeiten des Berufs
Ausbildungsrahmenplan: Fertigkeiten, Kenntnisse und Fähigkeiten nach sachlicher und zeitlicher Gliederung
Ausbildungsplan: Gestaltung der betrieblichen Ausbildung nach den Vorgaben des Ausbildungsrahmenplans
Berichtsheft: in Form eines Ausbildungsnachweises
Prüfungsanforderungen ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 09:15:38,Sonstiges,,,,,,,,,,,,,,Kaufmannsarten,,Kaufmann nach HGB,Artikel/Definition/Beispiel,Kaufmann ,"Kaufmann ist derjenige, der ein Handelsgewerbe betreibt.","Ein Handelsgewerbe ist nach dem HGB jeder Gewerbebetrieb, es sei denn, die Einrichtung eines kaufmännischen Geschäftsbetriebs des Unternehmens ist nach Art oder Umfang nicht erforderlich.",,,Aufgabe dazu nicht sinnvoll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 09:25:23,Sonstiges,,,,,,,,,,,,,,Kaufmannsarten,,Zusammenhang zum Handelsregister,Artikel/Definition/Beispiel,Eintragung ins Handelsregister,"Es gibt zwei verschiedene Eintragungswirkungen, je nachdem welcher Kaufmann man ist. Man unterscheidet zwischen konstitutiven und deklaratorischen Registereinträgen.","Konstitutiv bedeutet, dass rechtserzeugend oder rechtsbegründend. Das bedeutet, dass durch den Eintrag ins Handelsregister erst die Rechtskraft eintritt.

Deklaratorisch hingegen bedeutet rechtserklärend oder rechtsbekundend. Es handelt sich demnach nur um eine Bekanntgabe, es ändert sich aber dadurch nichts.",,"Ist-Kaufmann, Form-Kaufmann, Fiktiv-Kaufmann, Kann-Kaufmann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 09:30:40,Sonstiges,,,,,,,,,,,,,,Kaufmannsarten,,Arten von Kaufleuten,Artikel/Definition/Beispiel,Ist-Kaufmann,"Beim ""Ist-Kaufmann"" handelt es sich sozusagen um die Grundform der Kaufleute: Ein ""Ist-Kaufmann"" ist jede natürliche Person, die ein Gewerbe betreibt, das den Kaufmannsstatus erfordert.","Der ""Ist-Kaufmann"" ist auch ohne Eintrag ins Handelsregister Kaufmann, der Eintrag ist allerdings trotzdem verpflichtend (deklaratorisch). Ist-Kaufleute müssen kaufmännisch eingerichtet sein.",,"Form-Kaufmann, Fiktiv-Kaufmann, Kann-Kaufmann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 09:34:00,Sonstiges,,,,,,,,,,,,,,Kaufmannsarten,,Arten von Kaufleuten,Artikel/Definition/Beispiel,Form-Kaufmann,"Der ""Form-Kaufmann"" ist Kaufmann kraft Rechtsform, das heißt er erlangt diese Eigenschaft mit der Entstehung des Unternehmens.","Der Handelsregistereintrag ist demnach konstitutiv, d. h. die Kapitalgesellschaft entsteht erst durch die Eintragung ins Handelsregister.",Als Formkaufmann gelten beispielsweise die AG oder GmbH.,"Ist-Kaufmann, Fiktiv-Kaufmann, Kann-Kaufmann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 09:42:14,Sonstiges,,,,,,,,,,,,,,Kaufmannsarten,,Arten von Kaufleuten,Artikel/Definition/Beispiel,Fiktiv-Kaufmann,"""Fiktiv-Kaufleute"" sind Personen, die sich versehentlich ins Handelsregister haben eintragen lassen. Diese Personen sind somit kein Kaufmann nach HGB.",Der Eintrag aus dem Handelsregister ist jederzeit löschbar.,Max M. betreibt einen kleinen Imbiss. Er beschäftigt keine Mitarbeiter und erzielt einen geringen Jahresumsatz. Er lässt sich ins Handelsregister eintragen und ist somit nur Fiktivkaufmann.,"Ist-Kaufmann, Form-Kaufmann, Kann-Kaufmann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 09:46:55,Sonstiges,,,,,,,,,,,,,,Kaufmannsarten,,Arten von Kaufleuten,Artikel/Definition/Beispiel,Kann-Kaufmann,"Der ""Kann-Kaufmann"" kann sich freiwillig ins Handelsregister eintragen lassen, muss es aber nicht tun. Wenn er sich eintragen lässt, ist der Eintrag konstitutiv. Das heißt, er wird erst durch die Eintragung Kaufmann.","Der Eintrag aus dem Handelsregister ist jederzeit löschbar, es sei denn der Betrieb ist zu groß geworden und alle Kaufmannseigenschaften nach HGB werden erfüllt.
Erfolgt keine Eintragung, bleibt der Kann-Kaufmann ""Nicht-Kaufmann"".","Kleingewerbetreibende, soweit sie in das Handelsregister eingetragen sind (z. B. Kiosk oder Boutique) sowie Betriebe der Land- und Forstwirtschaft.","Ist-Kaufmann, Form-Kaufmann, Fiktiv-Kaufmann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 10:02:37,Sonstiges,,,,,,,,,,,,,,Datenschutz und -sicherung,,Datenschutz,Artikel/Definition/Beispiel,Datenschutz,"Datenschutz umfasst alle Maßnahmen zum Schutz aller personenbezogenen Daten vor Missbrauch durch unberechtigte Übertragung, Weitergabe oder unberechtigtem Zugriff.","Das Bundesdatenschutzgesetz (BDSG) regelt den Umgang, die Erhebung und Verarbeitung mit personenbezogenen Daten.",Zu persönlichen und personenbezogenen Daten gehören unter anderem Einzelangaben über persönliche Verhältnisse wie Alter oder Krankheiten und Daten über sachliche Verhältnisse wie Vermögen oder Schulden.,,"Rechte, Datensicherung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 10:08:05,Sonstiges,,,,,,,,,,,,,,Datenschutz und -sicherung,,Datenschutz,Artikel/Definition/Beispiel,Rechte von Betroffenen,"Alle Personen, die Zugriff auf personenbezogene Daten haben, sind die unbefugte Nutzung und Weitergabe dieser Daten untersagt. Es gibt verschiedene Rechte, auf die sich die Bürger zum Thema Datenschutz und -geheimnis beziehen können.","- Auskunftsrecht: Wer besitzt welche Daten über mich und an wen werden sie weitergegeben?
- Berichtigungsrecht: Unrichtige Daten dürfen und müssen korrigiert werden.
- Löschungsrecht: Unzulässig Gespeichertes muss gelöscht werden.
- Benachrichtigungsrecht: Man muss darüber informiert werden, wenn erstmals personenbezogene Daten gespeichert werden.
- Sperrungsrecht: Wenn sie nicht mehr für den ursprünglichen Zweck erforderlich sind.",,"Datensicherung, Definition von Datenschutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 10:10:24,Sonstiges,,,,,,,,,,,,,,Datenschutz und -sicherung,,Datensicherung,Artikel/Definition/Beispiel,Datensicherung,"Zur Datensicherung gehört, dass die gespeicherten Informationen sicher verwahrt sind und somit Unbefugte keinen Zugang zu den personenbezogenen Daten erlangen können. Umfassend ist es also der Schutz vor Verlust, Beschädigung, Verfälschung oder unerlaubtem Zugriff.",Der Zugang darf weder physisch durch einen direkten Zugriff vor Ort noch digital erfolgen können. Der Datenschutzbeauftragte hat auf die Einhaltung dieser Vorschriften zu achten. ,,"Datenschutz, Rechte von Betroffenen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 10:39:08,Wertschöpfungsprozesse erfolgsorientiert steuern,,,,,,,,,,Kosten- und Leistungsrechnung,,,,,,Aufgaben der Kosten- und Leistungsrechnung,Artikel/Definition/Beispiel,Kosten- und Leistungsrechnung,Die Kosten- und Leistungsrechnung (KLR) umfasst die Erfassung und Gliederung der angefallenen Kosten.,"Die KLR dient der Kontrolle der Kosten in den einzelnen Unternehmensbereichen, sowie der Preiskalkulation und der Ermittlung des Betriebsergebnisses.",,"Handelskalkulation, Bezugskalkulation, Verkaufskalkulation, Kalkulationsvereinfachungsverfahren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 10:45:45,Wertschöpfungsprozesse erfolgsorientiert steuern,,,,,,,,,,Kosten- und Leistungsrechnung,,,,,,Handelskalkulation,Artikel/Definition/Beispiel,Bezugskalkulation,"Im Zuge der Bezugskalkulation ermittelt ein Unternehmen die Bezugspreise von Gütern, um Angebote vergleichen oder um Verkaufspreise der eigenen Erzeugnisse kalkulieren zu können. Man erhält den Bezugspreis, indem vom Listeneinkaufspreis die Nachlässe abgezogen und die Bezugskosten hinzuaddiert werden.","  Listeneinkaufspreis (100 %)
- Lieferrabatt               (-10 %)
= Zieleinkaufspreis    (= 90 %)   (100 %)
- Lieferskonto                              (-2 %)
= Bareinkaufspreis                      (= 98 %)
+ Bezugskosten
= Bezugspreis",,"Nachlässe und Bezugskosten, Verkaufskalkulation, Kalkulationsvereinfachungsverfahren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 10:51:11,Wertschöpfungsprozesse erfolgsorientiert steuern,,,,,,,,,,Kosten- und Leistungsrechnung,,,,,,Bezugskalkulation,Artikel/Definition/Beispiel,Nachlässe und Bezugskosten,Die Nachlässe werden vom Listeneinkaufspreis abgezogen und die Bezugskosten werden hinzuaddiert.,"Skonto ist ein Preisabzug, wenn die Bezahlung der Rechnung innerhalb einer bestimmten Frist erfolgt.

Rabatt ist ein Preisabzug aus verschiedenen Gründen, wie z. B. Mengenrabatt oder Treuerabatt.

Bezugskosten sind Kosten, die dem Bareinkaufspreis hinzuzurechnen sind (z. B. für Fracht, Versicherung oder Verpackung).",,"Bezugskalkulation, Verkaufskalkulation, Kalkulationsvereinfachungsverfahren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 11:06:49,Wertschöpfungsprozesse erfolgsorientiert steuern,,,,,,,,,,Kosten- und Leistungsrechnung,,,,,,Handelskalkulation,Artikel/Definition/Beispiel,Verkaufskalkulation,"Die Verkaufskalkulation ist ein Begriff aus dem Handel für ein Kalkulationsverfahren, das vom Bezugspreis ausgehend zum Verkaufspreis führt.

Um Gewinn zu erwirtschaften, muss ein Unternehmen seine Waren teurer verkaufen als es sie einkauft. Deshalb ist die Handelskalkulation eines der wichtigsten Instrumente im Rahmen der Preiskalkulation, um die Existenz des Unternehmens zu sichern.","Verkaufspreise werden über die sogenannte „Vorwärtskalkulation“ errechnet. Um den Gewinn zu maximieren, muss möglichst günstig eingekauft werden.
Mittels der „Rückwärtskalkulation“ kann der Einkaufspreis errechnet werden, der mit dem Lieferanten zu realisieren ist.
Mit der „Differenzkalkulation“ kann berechnet werden, wie hoch der Gewinn ausfällt.",,"Vorwärtskalkulation, Rückwärtskalkulation, Differenzkalkulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 11:18:13,Wertschöpfungsprozesse erfolgsorientiert steuern,,,,,,,,,,Kosten- und Leistungsrechnung,,,,,,Verkaufskalkulation,Artikel/Definition/Beispiel,Aufbau der Vorwärtskalkulation,Mittels der Vorwärtskalkulation kann der Verkaufspreis der Ware ermittelt werden.,"Listeneinkaufspreis (100 %)
- Lieferrabatt              (-10 %)
= Zieleinkaufspreis    (= 90 %)   (100 %)
- Lieferskonto                              (-2 %)
= Bareinkaufspreis                      (= 98 %)
+ Bezugskosten         40 €
= Bezugs-/Einstandspreis         (100 %)
+ Handlungskostenzuschlag    (+20 %)
= Selbstkostenpreis                  (= 120 %)   (100 %)
+ Gewinnzuschlagsatz                                 (+8 %)
= Barverkaufspreis                 (98 %)          (= 108 %)
+ Kundenskonto                     (+2 %)
= Zielverkaufspreis                (= 100 %)   (90 %)
+ Kundenrabatt                                         (+10 %)
= Netto-/Listenverkaufspreis                 (= 100 %)
+ Umsatzsteuer                                        (+19%)
= Bruttoverkaufspreis                             (= 119 %)",,"Rückwärtskalkulation, Differenzkalkulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 11:25:12,Wertschöpfungsprozesse erfolgsorientiert steuern,,,,,,,,,,Kosten- und Leistungsrechnung,,,,,,Verkaufskalkulation,Artikel/Definition/Beispiel,Aufbau der Rückwärtskalkulation,"Mittels der „Rückwärtskalkulation“ kann der Einkaufspreis errechnet werden, zu dem ich das Produkt einkaufen kann.","  Listenverkaufspreis           (100 %)
- Kundenrabatt                   (-5 %)
= Zielverkaufspreis           (= 95 %)        (100 %)
- Kundenskonto                                (-2 %)
= Barverkaufspreis           (120 %)        (= 98 %)
- Gewinnzuschlagsatz           (-20 %)
= Selbstkostenpreis           (= 100 %)        (130 %)
- Handelskostenzuschlag                 (-30 %)
= Bezugs-/Einstandspreis                (= 100 %)",,"Vorwärtskalkulation, Differenzkalkulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 11:30:18,Wertschöpfungsprozesse erfolgsorientiert steuern,,,,,,,,,,Kosten- und Leistungsrechnung,,,,,,Verkaufskalkulation,Artikel/Definition/Beispiel,Aufbau der Differenzkalkulation,"Mit der „Differenzkalkulation“ kann berechnet werden, wie hoch der Gewinn ausfällt.","Man ermittelt ""vorwärts"" den Selbstkostenpreis und ""rückwärts"" den Barverkaufspreis. Die Differenz ergibt den Gewinn.

  Listeneinkaufspreis (100 %)
- Lieferrabatt              (-10 %)
= Zieleinkaufspreis    (= 90 %)   (100 %)
- Lieferskonto                              (-2 %)
= Bareinkaufspreis                      (= 98 %)
+ Bezugskosten         40 €
= Bezugs-/Einstandspreis         (100 %)
+ Handlungskostenzuschlag    (+20 %)
= Selbstkostenpreis                  (= 120 %)   (100 %)
GEWINN
= Barverkaufspreis                 (98 %)          (= 108 %)
+ Kundenskonto                     (-2 %)
= Zielverkaufspreis                (= 100 %)   (90 %)
+ Kundenrabatt                                         (-10 %)
= Netto-/Listenverkaufspreis                 (100 %)",,"Vorwärtskalkulation, Rückwärtskalkulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 11:36:37,Wertschöpfungsprozesse erfolgsorientiert steuern,,,,,,,,,,Kosten- und Leistungsrechnung,,,,,,Handelskalkulation,Artikel/Definition/Beispiel,Kalkulationsvereinfachungsverfahren,"Das Kalkulieren mit Hilfe von Kalkulationsschemata kostet viel Zeit. Kalkulationsvereinfachungsverfahren helfen, indem die einzelnen Zuschlagssätze (z. B. Handlungskostenzuschlagssatz, Gewinnzuschlagssatz) zu einem Gesamtzuschlagssatz zusammengeführt werden.
Sie sind anwendbar, wenn alle internen Zuschlagssätze bei mehreren Produkten identisch sind.","Es gibt den Kalkulationsfaktor, den Kalkulationszuschlagssatz und die Handelsspanne.",,"Kalkulationsfaktor, Kalkulationszuschlagssatz, Handelsspanne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 11:41:53,Wertschöpfungsprozesse erfolgsorientiert steuern,,,,,,,,,,Kosten- und Leistungsrechnung,,,,,,Kalkulationsvereinfachungsverfahren,Artikel/Definition/Beispiel,Kalkulationsfaktor,"Der Kalkulationsfaktor stellt das Verhältnis vom Bruttoverkaufspreis zum Bezugspreis dar. So lässt sich, ausgehend vom Bezugspreis, der Bruttoverkaufspreis für andere Produkte berechnen.",Listenverkaufspreis/Bezugspreis = Kalkulationsfaktor,"Produkt A: 200  € Listenverkaufspreis / 120 € Bezugspreis = 1,666 (Kalkulationsfaktor)
Produkt B: 400 € Bezugspreis * 1,666 (Kalkulationsfaktor) = 666,40 € Listenverkaufspreis ","Kalkulationszuschlagssatz, Handelsspanne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 11:54:12,Wertschöpfungsprozesse erfolgsorientiert steuern,,,,,,,,,,Kosten- und Leistungsrechnung,,,,,,Kalkulationsvereinfachungsverfahren,Artikel/Definition/Beispiel,Kalkulationszuschlagssatz,"Der Kalkulationszuschlagssatz fasst alle internen Zuschläge in einem Prozentsatz zusammen und stellt das prozentuale Verhältnis vom Bezugspreis zur Differenz von Listenverkaufs­preis und Bezugspreis dar.
Mit dem Kalkulationszuschlagssatz lassen sich ausgehend vom Bezugspreis der Listenverkaufspreis berechnen.","(Listenverkaufspreis - Bezugspreis)/Bezugspreis * 100 = Kalkulationszuschlagssatz

oder

Kalkulationsfaktor - 1 * 100 = Kalkulationszuschlagssatz","Produkt A: (200 € - 120 €) / 120 € * 100 = 66,667

oder

Produkt A: 1,666 - 1 * 100 = 66,666","Kalkulationsfaktor, Handelsspanne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 11:59:23,Wertschöpfungsprozesse erfolgsorientiert steuern,,,,,,,,,,Kosten- und Leistungsrechnung,,,,,,Kalkulationsvereinfachungsverfahren,Artikel/Definition/Beispiel,Handelsspanne,"Die Handelsspanne gibt in einem Prozentsatz an, welcher Anteil des Listenverkaufspreis zur Deckung der Zuschläge im Unternehmen verbleibt.
Mit der Handelsspanne lassen sich ausgehend vom Listenverkaufspreis der Bezugspreis berechnen. Ist die Handelsspanne kleiner als der Handlungskostenzuschlag, macht das Unternehmen Verlust.",(Listenverkaufspreis - Bezugspreis)/Listenverkaufspreis * 100 = Handelsspanne,Produkt A: (200 € - 120 €) / 200 € * 100 = 40 %,"Kalkulationsfaktor, Kalkulationszuschlagssatz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 12:07:17,Wertschöpfungsprozesse erfolgsorientiert steuern,,,,,,,,,,Kosten- und Leistungsrechnung,,,,,,Teilkostenrechnung,Artikel/Definition/Beispiel,Teilkostenrechnung,"Die Teilkostenrechnung ist eine Kostenrechnung, bei der nur variable Kosten oder Teile der Fixkosten auf die jeweiligen Kostenträger verrechnet werden.",,,"Variable Kosten, Fixe Kosten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 12:13:03,Wertschöpfungsprozesse erfolgsorientiert steuern,,,,,,,,,,Kosten- und Leistungsrechnung,,,,,,Teilkostenrechnung,Artikel/Definition/Beispiel,Fixe und variable Kosten,Kosten können unabhängig oder abhängig von einer jeweiligen Bezugsgröße sein. Daher gibt es fixe und variable Kosten.,"Fixe Kosten fallen unabhängig vom Auslastungsgrad an, sowie z. B. Miete oder Gehälter.
Die gesamten Fixkosten sind immer gleich, egal wie die Menge sich verändert. Bei den fixen Stückkosten tritt die sogenannte ""Fixkostendegression"" ein: Bei steigender Auslastung sinken die fixen Stückkosten.

Variable Kosten fallen abhängig vom Auslastungsgrad an und sind = 0, wenn nicht produziert wird, wie z. B. Stromkosten.
Die gesamten variablen Kosten steigen bei steigender Auslastung, die variablen Stückkosten hingegen bleiben immer gleich.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 12:14:45,Wertschöpfungsprozesse erfolgsorientiert steuern,,,,,,,,,,Kosten- und Leistungsrechnung,,,,,,Teilkostenrechnung,Artikel/Definition/Beispiel,Preisuntergrenze,"Die Preisuntergrenze gibt den Preis an, den ein Unternehmen für sein Produkt mindestens verlangen muss, um kurz- oder langfristig bestehen zu können.","Kurzfristige Preisuntergrenze: Variable Stückkosten
Langfristige Preisuntergrenze: Variable und fixe Stückkosten",,Fixe und variable Kosten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 12:17:26,Wertschöpfungsprozesse erfolgsorientiert steuern,,,,,,,,,,Kosten- und Leistungsrechnung,,,,,,Deckungsbeitragsrechnung,Artikel/Definition/Beispiel,Deckungsbeitrag,"Der Deckungsbeitrag ist der Beitrag, den ein Produkt durch seinen Verkauf leistet, um die fixen Kosten zu decken.","Ist der Deckungsbeitrag größer als die fixen Kosten, mache ich Betriebsgewinn.
Ist der Deckungsbeitrag kleiner als die fixen Kosten, mache ich Betriebsverlust",,Deckungsbeitragsrechnung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
